name,component,carrier,bus0,bus1,r,x,b,s_nom,x_pu_eff,r_pu_eff,v_nom
712,line,AC,LOAN2-,MOSM3Q,0.1431,1.3335,10.2176,760.0,9.234764542936288e-06,9.909972299168976e-07,380.0
713,line,AC,LOAN2-,WFIE3-,0.1319,1.2141,9.3165,760.0,8.407894736842106e-06,9.134349030470913e-07,380.0
714,line,AC,MAHI3-,TRLO3-,12.1114,32.1139,0.6017,40.0,0.0002223954293628809,8.387396121883657e-05,380.0
715,line,AC,MAYB3-,MAYT1T,1.1567,3.0101,0.9444,132.0,2.0845567867036012e-05,8.01038781163435e-06,380.0
716,line,AC,MEAD1-,MEAD1Q,0.023,0.032,0.314,100.0,2.2160664819944598e-07,1.592797783933518e-07,380.0
717,line,AC,MEAD1-,MEAD1R,0.023,0.032,0.314,100.0,2.2160664819944598e-07,1.592797783933518e-07,380.0
718,line,AC,MINN3-,MOFF3A,4.1636,17.1281,1.314,31.0,0.00011861565096952908,2.8833795013850413e-05,380.0
719,line,AC,MOFF3A,MOFF4C,0.0001,0.729,0.0001,2771.0,5.048476454293629e-06,6.925207756232687e-10,380.0
720,line,AC,MOSH5J,MOSM3Q,0.048,0.063,2.012,132.0,4.362880886426593e-07,3.3240997229916897e-07,380.0
721,line,AC,MOSH5K,MOSM3R,0.044,0.057,1.826,132.0,3.947368421052632e-07,3.0470914127423823e-07,380.0
722,line,AC,MOSM3Q,WFIE3-,0.0378,0.3641,2.1507,955.0,2.521468144044321e-06,2.617728531855956e-07,380.0
723,line,AC,NEAR3-,WISH1-,0.0726,0.655,4.4712,955.0,4.53601108033241e-06,5.027700831024931e-07,380.0
724,line,AC,NEAR3-,WISH1-,0.0726,0.655,4.4712,285.0,4.53601108033241e-06,5.027700831024931e-07,380.0
725,line,AC,NECU1-,SOKY1-,0.0292,0.2677,7.8824,242.0,1.8538781163434903e-06,2.0221606648199445e-07,380.0
726,line,AC,NEIL1-,NEIL1C,0.0001,0.0126,0.0001,416.0,8.725761772853186e-08,6.925207756232687e-10,380.0
727,line,AC,NEIL1-,PAIS1Q,0.1643,1.4877,1.704,268.0,1.0302631578947368e-05,1.1378116343490305e-06,380.0
728,line,AC,NEIL1-,PAIS1R,0.1648,1.493,1.7861,268.0,1.0339335180055403e-05,1.1412742382271468e-06,380.0
729,line,AC,NEIL1-,NEIL2C,0.0007,0.003,1.492,1140.0,2.077562326869806e-08,4.847645429362881e-09,380.0
730,line,AC,NEIL1-,WIYH2R,0.1093,1.0873,6.9047,1380.0,7.5297783933518e-06,7.569252077562327e-07,380.0
731,line,AC,PAIS1Q,PAIS3-,0.0366,0.3302,0.1197,460.0,2.286703601108033e-06,2.5346260387811637e-07,380.0
732,line,AC,PAIS1R,PAIS3-,0.0366,0.3302,0.1197,460.0,2.286703601108033e-06,2.5346260387811637e-07,380.0
733,line,AC,POOB3-,SHRU3A,0.032,0.103,30.572,270.0,7.132963988919667e-07,2.2160664819944598e-07,380.0
734,line,AC,POOB3-,SMEA1-,0.0335,0.3227,2.9788,360.0,2.234764542936288e-06,2.3199445983379502e-07,380.0
735,line,AC,POOB3-,SHRU3B,0.032,0.103,30.572,270.0,7.132963988919667e-07,2.2160664819944598e-07,380.0
736,line,AC,POOB3-,SMEA1-,0.0335,0.3227,2.9788,360.0,2.234764542936288e-06,2.3199445983379502e-07,380.0
737,line,AC,PORD3-,WGEO3-,0.017,0.056,12.236,305.0,3.878116343490305e-07,1.1772853185595569e-07,380.0
738,line,AC,PORD3-,WGEO3-,0.014,0.049,10.691,305.0,3.393351800554017e-07,9.695290858725762e-08,380.0
739,line,AC,REDH3-,WFIE3-,0.8077,2.2461,0.5179,157.0,1.555470914127424e-05,5.593490304709141e-06,380.0
740,line,AC,SMEA4Q,STHA3-,0.1593,1.4873,41.7375,1390.0,1.0299861495844876e-05,1.103185595567867e-06,380.0
741,line,AC,SMEA4Q,TORN1-,0.0742,1.1033,70.0791,900.0,7.640581717451523e-06,5.138504155124654e-07,380.0
742,line,AC,SMEA1-,WISH1-,0.1344,1.2615,34.9418,1390.0,8.736149584487535e-06,9.307479224376731e-07,380.0
743,line,AC,STHA3-,WISH1-,0.0233,0.2267,6.8043,2000.0,1.5699445983379503e-06,1.613573407202216e-07,380.0
744,line,AC,STIR3-,WFIE3-,3.218,9.4053,8.7867,162.0,6.51336565096953e-05,2.2285318559556786e-05,380.0
745,line,AC,STLE3S,WIYH1-,1.1813,2.9041,1.2141,109.0,2.0111495844875346e-05,8.180747922437673e-06,380.0
746,line,AC,WFIB2-,WFIE3-,0.1014,0.933,6.1144,950.0,6.461218836565097e-06,7.022160664819945e-07,380.0
747,line,AC,WHTB1S,WHTL3-,0.2593,0.4287,0.1121,100.0,2.968836565096953e-06,1.7957063711911355e-06,380.0
748,line,AC,WHTB1T,WHTL3-,0.2593,0.4287,0.1121,100.0,2.968836565096953e-06,1.7957063711911355e-06,380.0
749,line,AC,WIYH1-,WIYH2R,0.005,1.5,0.0001,1000.0,1.0387811634349031e-05,3.462603878116344e-08,380.0
750,line,AC,ABHA11,EXET11,0.0778,0.9831,27.9792,2078.0,6.808171745152355e-06,5.38781163434903e-07,380.0
751,line,AC,ABHA11,LAGA41,0.0417,0.5027,15.6941,2423.0,3.481301939058172e-06,2.8878116343490304e-07,380.0
752,line,AC,ABHA12,EXET11,0.0783,0.9885,28.1313,1389.0,6.845567867036011e-06,5.422437673130194e-07,380.0
753,line,AC,ABHA12,LAGA41,0.0417,0.5027,15.6941,1389.0,3.481301939058172e-06,2.8878116343490304e-07,380.0
754,line,AC,ABTH11,COWT2A,0.0503,0.5449,3.758,932.0,3.7735457063711914e-06,3.4833795013850416e-07,380.0
755,line,AC,ABTH11,PYLE11,0.1819,1.4523,9.9528,932.0,1.0057479224376731e-05,1.2596952908587259e-06,380.0
756,line,AC,ABTH11,TREM31,0.2267,2.1393,11.8321,682.0,1.4815096952908587e-05,1.5699445983379503e-06,380.0
757,line,AC,ABTH11,UPPB31,0.1234,1.1426,7.3237,955.0,7.91274238227147e-06,8.545706371191135e-07,380.0
758,line,AC,ABTH11,UPPB11,0.1245,1.1595,13.2801,772.0,8.029778393351801e-06,8.621883656509695e-07,380.0
759,line,AC,ALDW31,BRIN21,0.1442,0.7628,4.8487,626.0,5.282548476454294e-06,9.986149584487535e-07,380.0
760,line,AC,ALDW31,WMEL11,0.0409,0.3891,2.3695,955.0,2.6945983379501387e-06,2.832409972299169e-07,380.0
761,line,AC,ALVE11,INDQ11,0.2121,1.9367,56.1415,1389.0,1.3412049861495845e-05,1.468836565096953e-06,380.0
762,line,AC,ALVE11,TAUN11,0.117,1.477,42.0344,1389.0,1.0228531855955679e-05,8.102493074792245e-07,380.0
763,line,AC,ALVE11,INDQ11,0.2123,1.9391,56.209,1389.0,1.3428670360110803e-05,1.4702216066481993e-06,380.0
764,line,AC,ALVE11,TAUN11,0.117,1.4771,42.0372,1389.0,1.0229224376731303e-05,8.102493074792245e-07,380.0
765,line,AC,AMEM11,ECLA11,0.0642,0.7026,20.4666,2009.0,4.865650969529086e-06,4.4459833795013846e-07,380.0
766,line,AC,AMEM11,IVER11,0.0368,0.403,11.7392,2009.0,2.790858725761773e-06,2.5484764542936287e-07,380.0
767,line,AC,AMEM11,ECLA11,0.0642,0.7026,20.4666,2032.0,4.865650969529086e-06,4.4459833795013846e-07,380.0
768,line,AC,AMEM11,IVER11,0.0368,0.403,11.7392,2032.0,2.790858725761773e-06,2.5484764542936287e-07,380.0
769,line,AC,AXMI11,CHIC4A,0.0379,0.6609,130.8219,2779.0,4.576869806094183e-06,2.6246537396121886e-07,380.0
770,line,AC,AXMI11,EXET11,0.0404,0.6915,21.9115,2779.0,4.788781163434903e-06,2.7977839335180055e-07,380.0
771,line,AC,BAGB21,GRAN61,0.0435,0.5216,17.0509,1204.0,3.6121883656509693e-06,3.0124653739612185e-07,380.0
772,line,AC,BAGB21,SWAN21,0.0625,0.7488,19.1165,1548.0,5.185595567867036e-06,4.328254847645429e-07,380.0
773,line,AC,BARK11,REBR31,0.0411,0.4451,3.0706,1129.0,3.0824099722991687e-06,2.8462603878116343e-07,380.0
774,line,AC,BARK11,REBR32,0.041,0.4441,3.0636,1205.0,3.075484764542936e-06,2.8393351800554016e-07,380.0
775,line,AC,BARK11,CHUE4A,0.0213,0.2629,8.1589,3102.0,1.8206371191135736e-06,1.4750692520775624e-07,380.0
776,line,AC,BARK11,CHUE4B,0.0213,0.2629,8.1589,3102.0,1.8206371191135736e-06,1.4750692520775624e-07,380.0
777,line,AC,BARK11,WHAM11,0.0156,0.1915,10.4541,2009.0,1.3261772853185595e-06,1.0803324099722991e-07,380.0
778,line,AC,BARK11,WHAM11,0.0155,0.191,5.6429,2009.0,1.3227146814404432e-06,1.0734072022160665e-07,380.0
779,line,AC,BARK11,WTHU31,0.0289,0.3158,9.1985,2009.0,2.186980609418283e-06,2.0013850415512465e-07,380.0
780,line,AC,BARK11,WTHU31,0.0289,0.3158,9.1985,2009.0,2.186980609418283e-06,2.0013850415512465e-07,380.0
781,line,AC,BEDD11,CHSI11,0.068,0.7365,7.9729,944.0,5.100415512465374e-06,4.7091412742382274e-07,380.0
782,line,AC,BEDD11,WIMB11,0.0409,0.3915,11.7005,859.0,2.711218836565097e-06,2.832409972299169e-07,380.0
783,line,AC,BEDD12,CHSI11,0.0677,0.7328,6.4221,762.0,5.074792243767313e-06,4.6883656509695286e-07,380.0
784,line,AC,BEDD11,WIMB2A,0.0398,0.3821,8.4754,995.0,2.6461218836565096e-06,2.7562326869806095e-07,380.0
785,line,AC,BEDD11,ROWD42,0.0071,0.1292,121.8435,1275.0,8.947368421052632e-07,4.916897506925208e-08,380.0
786,line,AC,BEDD11,ROWD41,0.0069,0.1275,124.3819,1275.0,8.829639889196676e-07,4.778393351800554e-08,380.0
787,line,AC,BESW11,COVE11,0.0853,0.7901,5.0645,955.0,5.4716066481994464e-06,5.907202216066482e-07,380.0
788,line,AC,BESW11,COVE11,0.0853,0.7901,5.0645,955.0,5.4716066481994464e-06,5.907202216066482e-07,380.0
789,line,AC,BESW11,FECK61,0.1425,1.5095,9.7917,955.0,1.0453601108033242e-05,9.868421052631579e-07,380.0
790,line,AC,BESW11,OCKH11,0.2318,2.4208,22.7971,819.0,1.676454293628809e-05,1.605263157894737e-06,380.0
791,line,AC,BICF11,SPLN41,0.0191,0.355,13.187,3156.0,2.458448753462604e-06,1.3227146814404432e-07,380.0
792,line,AC,BICF11,WALP11,0.0335,0.6488,25.3895,3189.0,4.493074792243768e-06,2.3199445983379502e-07,380.0
793,line,AC,BICF11,WBUR41,0.0581,1.1259,44.059,3326.0,7.797091412742381e-06,4.0235457063711913e-07,380.0
794,line,AC,BICF11,WBUR11,0.0581,1.1259,44.059,3326.0,7.797091412742381e-06,4.0235457063711913e-07,380.0
795,line,AC,BIRK11,CAPE11,0.0703,0.6839,4.0052,955.0,4.736149584487534e-06,4.868421052631579e-07,380.0
796,line,AC,BIRK11,CAPE11,0.0703,0.6839,4.0052,955.0,4.736149584487534e-06,4.868421052631579e-07,380.0
797,line,AC,BIRK11,LISD2A,0.0271,0.2978,125.0427,817.0,2.0623268698060942e-06,1.876731301939058e-07,380.0
798,line,AC,BISW11,FECK61,0.0938,0.9633,6.2301,955.0,6.671052631578948e-06,6.49584487534626e-07,380.0
799,line,AC,BISW11,KITW11,0.1054,1.1236,7.5448,955.0,7.781163434903046e-06,7.299168975069252e-07,380.0
800,line,AC,BISW11,KITW11,0.0932,1.0024,6.7545,955.0,6.941828254847645e-06,6.454293628808864e-07,380.0
801,line,AC,BISW11,PENN11,0.1233,1.2726,8.2379,1040.0,8.813019390581717e-06,8.538781163434904e-07,380.0
802,line,AC,BLYT1A,STEN11,0.1472,1.3916,5.9965,682.0,9.637119113573406e-06,1.0193905817174515e-06,380.0
803,line,AC,BLYT1A,STEN11,0.1469,1.388,5.9813,682.0,9.612188365650969e-06,1.0173130193905818e-06,380.0
804,line,AC,BLYT1A,TYNE11,0.0742,0.7144,4.5642,1360.0,4.947368421052632e-06,5.138504155124654e-07,380.0
805,line,AC,BLYT1A,TYNE51,0.0744,0.7164,4.5772,1360.0,4.961218836565097e-06,5.152354570637118e-07,380.0
806,line,AC,BLYT1A,MEDB4A,0.0426,0.514,18.0175,2199.0,3.5595567867036014e-06,2.9501385041551247e-07,380.0
807,line,AC,BLYT1A,MEDB4B,0.0429,0.5194,24.1171,2199.0,3.5969529085872576e-06,2.970914127423823e-07,380.0
808,line,AC,SASA11,PENM4A,0.0008,0.0094,7.6404,1056.0,6.509695290858726e-08,5.54016620498615e-09,380.0
809,line,AC,SASA11,PENM4B,0.0005,0.0087,0.3284,2771.0,6.024930747922438e-08,3.4626038781163434e-09,380.0
810,line,AC,BOLN11,LOVE11,0.0703,1.1266,42.6998,3102.0,7.801939058171745e-06,4.868421052631579e-07,380.0
811,line,AC,BOLN11,LOVE11,0.0703,1.1266,42.6998,2771.0,7.801939058171745e-06,4.868421052631579e-07,380.0
812,line,AC,BOLN11,NINF11,0.0558,0.8941,33.8862,3102.0,6.191828254847645e-06,3.8642659279778394e-07,380.0
813,line,AC,BOLN11,NINF11,0.0558,0.8941,33.8862,3102.0,6.191828254847645e-06,3.8642659279778394e-07,380.0
814,line,AC,BOTW11,CHIL41,0.0066,0.1285,5.027,3341.0,8.898891966759003e-07,4.570637119113573e-08,380.0
815,line,AC,BOTW11,LOVE11,0.013,0.252,9.8617,3341.0,1.7451523545706372e-06,9.002770083102493e-08,380.0
816,line,AC,BRAI11,BRFO11,0.0451,0.8316,32.2964,2779.0,5.759002770083102e-06,3.1232686980609417e-07,380.0
817,line,AC,BRAI11,BULL41,0.0134,0.2147,8.1357,2779.0,1.486842105263158e-06,9.2797783933518e-08,380.0
818,line,AC,BRAI11,PELH11,0.065,1.1398,43.92,2779.0,7.893351800554016e-06,4.5013850415512467e-07,380.0
819,line,AC,BRAI11,RAYM11,0.0358,0.5745,21.7727,2779.0,3.978531855955679e-06,2.4792243767313016e-07,380.0
820,line,AC,BRAW11,ELLA11,0.0769,0.7134,5.4384,762.0,4.940443213296399e-06,5.325484764542936e-07,380.0
821,line,AC,BRAW11,KIRK11,0.0844,0.855,54.1379,762.0,5.921052631578948e-06,5.844875346260388e-07,380.0
822,line,AC,BRAW11,MONF21,0.1174,1.8824,15.9388,1204.0,1.303601108033241e-05,8.130193905817175e-07,380.0
823,line,AC,BRAW11,PADI11,0.0754,1.1321,35.9226,2470.0,7.840027700831025e-06,5.221606648199446e-07,380.0
824,line,AC,BRED11,MACC31,0.0768,0.8127,5.4608,948.0,5.628116343490304e-06,5.318559556786703e-07,380.0
825,line,AC,BRED11,SMAN11,0.0513,0.4604,46.762,865.0,3.188365650969529e-06,3.552631578947368e-07,380.0
826,line,AC,BRED11,STAL11,0.0665,0.6343,4.1113,1093.0,4.392659279778393e-06,4.605263157894737e-07,380.0
827,line,AC,BRFO11,LEIS11,0.046,0.7367,27.9223,2779.0,5.101800554016621e-06,3.185595567867036e-07,380.0
828,line,AC,BRFO11,NORM11,0.0983,1.242,37.3151,1590.0,8.601108033240996e-06,6.807479224376731e-07,380.0
829,line,AC,BRFO11,NORM11,0.0983,1.242,37.3151,1590.0,8.601108033240996e-06,6.807479224376731e-07,380.0
830,line,AC,BRFO11,PELH11,0.0655,1.1949,46.3271,3102.0,8.274930747922438e-06,4.53601108033241e-07,380.0
831,line,AC,BRFO11,SIZE11,0.0468,0.7508,28.4562,2779.0,5.1994459833795014e-06,3.2409972299168976e-07,380.0
832,line,AC,BRFO11,SIZE11,0.0468,0.7508,28.4562,2779.0,5.1994459833795014e-06,3.2409972299168976e-07,380.0
833,line,AC,BRFO11,SIZE11,0.0468,0.7508,28.4562,2779.0,5.1994459833795014e-06,3.2409972299168976e-07,380.0
834,line,AC,BRIM11,TOTT12,0.0345,0.3234,5.3982,1085.0,2.2396121883656513e-06,2.3891966759002773e-07,380.0
835,line,AC,BRIM11,WALX22,0.0268,0.2482,1.5911,1093.0,1.718836565096953e-06,1.85595567867036e-07,380.0
836,line,AC,BRIM11,TOTT11,0.0341,0.3201,6.2537,1085.0,2.2167590027700832e-06,2.3614958448753462e-07,380.0
837,line,AC,BRIM11,WALX22,0.0274,0.2538,1.6269,1093.0,1.757617728531856e-06,1.8975069252077564e-07,380.0
838,line,AC,BRIM11,TOTT12,0.0344,0.3223,4.5788,1085.0,2.231994459833795e-06,2.3822714681440442e-07,380.0
839,line,AC,BRIM11,WALX21,0.0273,0.2528,1.6211,1093.0,1.7506925207756234e-06,1.8905817174515236e-07,380.0
840,line,AC,BRIM11,TOTT11,0.0347,0.3264,6.1984,1085.0,2.2603878116343493e-06,2.4030470914127423e-07,380.0
841,line,AC,BRIM11,WALX21,0.0273,0.2528,1.6211,1093.0,1.7506925207756234e-06,1.8905817174515236e-07,380.0
842,line,AC,BRIN21,CHTE11,0.0519,0.8305,9.3505,934.0,5.7513850415512465e-06,3.594182825484765e-07,380.0
843,line,AC,BRIN21,JORD31,0.0647,0.5918,16.0432,557.0,4.098337950138504e-06,4.480609418282548e-07,380.0
844,line,AC,BRIN21,NORL31,0.0708,0.6085,24.8202,419.0,4.213988919667591e-06,4.903047091412742e-07,380.0
845,line,AC,BRIN21,TEMP31,0.0126,0.117,0.7458,955.0,8.102493074792245e-07,8.725761772853186e-08,380.0
846,line,AC,BRIN21,TEMP31,0.0126,0.117,0.7458,955.0,8.102493074792245e-07,8.725761772853186e-08,380.0
847,line,AC,BRIN22,CHTE11,0.0513,0.8236,6.9689,1204.0,5.703601108033241e-06,3.552631578947368e-07,380.0
848,line,AC,BRIN22,THUR61,0.0599,0.2384,1.5621,626.0,1.6509695290858727e-06,4.1481994459833795e-07,380.0
849,line,AC,BRIN22,TINP31,0.0145,0.1342,0.86,955.0,9.293628808864267e-07,1.0041551246537396e-07,380.0
850,line,AC,BRIN22,TINP31,0.0145,0.1342,0.86,919.0,9.293628808864267e-07,1.0041551246537396e-07,380.0
851,line,AC,BRIN21,THOM61,0.0394,0.6316,23.9221,2518.0,4.373961218836566e-06,2.7285318559556784e-07,380.0
852,line,AC,BRIN21,THOM2A,0.0394,0.6316,23.9221,2545.0,4.373961218836566e-06,2.7285318559556784e-07,380.0
853,line,AC,BRLE11,MILP31,0.0419,0.6724,87.0663,2779.0,4.656509695290859e-06,2.901662049861496e-07,380.0
854,line,AC,BRLE11,MILP31,0.0419,0.6719,134.3668,2277.0,4.653047091412743e-06,2.901662049861496e-07,380.0
855,line,AC,BRLE11,FLEE11,0.019,0.3053,11.5725,2569.0,2.1142659279778394e-06,1.3157894736842104e-07,380.0
856,line,AC,BRLE11,FLEE11,0.019,0.3053,11.5725,2779.0,2.1142659279778394e-06,1.3157894736842104e-07,380.0
857,line,AC,BRLE11,MELK11,0.176,1.6326,46.8635,1389.0,1.1306094182825486e-05,1.218836565096953e-06,380.0
858,line,AC,BRLE11,MELK11,0.176,1.6326,46.8635,1389.0,1.1306094182825486e-05,1.218836565096953e-06,380.0
859,line,AC,BRLE11,WWEY11,0.0789,0.9495,29.6914,2199.0,6.5754847645429365e-06,5.46398891966759e-07,380.0
860,line,AC,BRLE11,WWEY11,0.0789,0.9495,29.6914,2199.0,6.5754847645429365e-06,5.46398891966759e-07,380.0
861,line,AC,BRWA11,HINP22,0.0827,0.7732,11.4779,767.0,5.354570637119114e-06,5.727146814404432e-07,380.0
862,line,AC,BRWA11,HINP21,0.0828,0.7752,12.2388,762.0,5.368421052631579e-06,5.734072022160665e-07,380.0
863,line,AC,BULL41,RAYM11,0.0224,0.3591,13.6101,2779.0,2.4868421052631577e-06,1.551246537396122e-07,380.0
864,line,AC,BURW11,PELH11,0.0381,0.7374,28.8562,3035.0,5.106648199445984e-06,2.638504155124654e-07,380.0
865,line,AC,BURW11,PELH11,0.0379,0.7348,28.7545,3326.0,5.088642659279778e-06,2.6246537396121886e-07,380.0
866,line,AC,BURW11,WALP11,0.0454,0.8792,34.4056,3326.0,6.088642659279779e-06,3.14404432132964e-07,380.0
867,line,AC,BURW11,WALP11,0.0454,0.8791,34.4016,3326.0,6.087950138504155e-06,3.14404432132964e-07,380.0
868,line,AC,BUSH11,DRAK21,0.146,1.6016,10.4839,1204.0,1.109141274238227e-05,1.0110803324099722e-06,380.0
869,line,AC,BUSH11,PENN11,0.0824,0.9078,5.9595,1038.0,6.286703601108033e-06,5.706371191135734e-07,380.0
870,line,AC,BUSH11,WIEN11,0.0311,0.3404,48.3427,762.0,2.3573407202216065e-06,2.1537396121883657e-07,380.0
871,line,AC,BUST11,NECH11,0.026,0.3169,76.528,725.0,2.194598337950139e-06,1.8005540166204985e-07,380.0
872,line,AC,BUST11,NECH11,0.026,0.3163,76.3606,725.0,2.190443213296399e-06,1.8005540166204985e-07,380.0
873,line,AC,CAMA11,IROA13,0.815,5.549,1.802,246.0,3.842797783933518e-05,5.64404432132964e-06,380.0
874,line,AC,CAMA12,IROA12,0.815,5.549,1.802,246.0,3.842797783933518e-05,5.64404432132964e-06,380.0
875,line,AC,CANT13,CANT13,0.0001,0.0012,1.0915,3102.0,8.310249307479223e-09,6.925207756232687e-10,380.0
876,line,AC,CANT13,CANT13,0.0001,0.0012,1.0915,3102.0,8.310249307479223e-09,6.925207756232687e-10,380.0
877,line,AC,CANT13,CANT13,0.0001,0.0012,1.0915,3102.0,8.310249307479223e-09,6.925207756232687e-10,380.0
878,line,AC,CANT13,CLEH41,0.0229,0.282,8.8214,3102.0,1.9529085872576173e-06,1.5858725761772852e-07,380.0
879,line,AC,CANT13,KEMS4A,0.0439,0.5411,16.9228,3102.0,3.747229916897507e-06,3.0401662049861496e-07,380.0
880,line,AC,CANT13,RICH11,0.0399,0.4808,15.0336,2038.0,3.329639889196676e-06,2.7631578947368417e-07,380.0
881,line,AC,CANT13,RICH11,0.0399,0.4808,15.0336,2038.0,3.329639889196676e-06,2.7631578947368417e-07,380.0
882,line,AC,CANT13,SELL4C,0.0416,0.5125,16.0297,3102.0,3.5491689750692518e-06,2.8808864265927976e-07,380.0
883,line,AC,CANT13,SELL4D,0.0416,0.5125,16.0297,3103.0,3.5491689750692518e-06,2.8808864265927976e-07,380.0
884,line,AC,CAPE1A,INCE11,0.22260000000000002,2.0652,3.2486,258.0,1.4301939058171744e-05,1.5415512465373962e-06,380.0
885,line,AC,CAPE1B,INCE11,0.22039999999999998,2.0451,3.2416,240.0,1.4162742382271469e-05,1.526315789473684e-06,380.0
886,line,AC,CAPE11,CONQ11,0.0102,0.1983,7.7586,3326.0,1.373268698060942e-06,7.063711911357341e-08,380.0
887,line,AC,CAPE11,FROD11,0.0199,0.2926,13.3521,2889.0,2.0263157894736845e-06,1.3781163434903047e-07,380.0
888,line,AC,CAPE11,CONQ11,0.0102,0.1983,7.7586,3326.0,1.373268698060942e-06,7.063711911357341e-08,380.0
889,line,AC,CAPE11,FROD11,0.0198,0.2912,13.2878,2890.0,2.0166204986149585e-06,1.3711911357340722e-07,380.0
890,line,AC,CARE11,COWT2A,0.1533,1.4488,6.2406,682.0,1.0033240997229917e-05,1.0616343490304709e-06,380.0
891,line,AC,CARE11,USKM2B,0.1096,1.0362,4.4651,682.0,7.1759002770083105e-06,7.590027700831026e-07,380.0
892,line,AC,CARR11,SMAN11,0.0475,0.476,5.3274,835.0,3.2963988919667587e-06,3.2894736842105264e-07,380.0
893,line,AC,CARR11,SMAN11,0.0414,0.4101,3.8882,835.0,2.840027700831025e-06,2.8670360110803326e-07,380.0
894,line,AC,CARR11,DAIN41,0.0059,0.0653,1.9782,3102.0,4.5221606648199444e-07,4.085872576177285e-08,380.0
895,line,AC,CARR11,DAIN41,0.0043,0.0496,1.5076,2169.0,3.434903047091413e-07,2.9778393351800553e-08,380.0
896,line,AC,CARR11,KEAR11,0.0225,0.2574,7.7626,2212.0,1.7825484764542938e-06,1.5581717451523545e-07,380.0
897,line,AC,CARR11,PEWO4A,0.0988,1.1179,33.4404,2169.0,7.74168975069252e-06,6.842105263157895e-07,380.0
898,line,AC,CARR42,DAIN41,0.0035,0.0404,1.2165,1500.0,2.7977839335180055e-07,2.4238227146814406e-08,380.0
899,line,AC,CARR11,DAIN41,0.0037,0.0405,1.1791,1553.0,2.8047091412742383e-07,2.562326869806094e-08,380.0
900,line,AC,CELL11,DAIN41,0.0847,1.031,76.931,2508.0,7.1398891966758995e-06,5.865650969529086e-07,380.0
901,line,AC,CELL11,DRAK11,0.073,0.8791,27.4871,2175.0,6.087950138504155e-06,5.055401662049861e-07,380.0
902,line,AC,CELL11,DRAK11,0.0719,0.8656,27.0675,2175.0,5.994459833795014e-06,4.979224376731302e-07,380.0
903,line,AC,CELL11,MACC31,0.0495,0.6067,18.9879,3102.0,4.201523545706371e-06,3.42797783933518e-07,380.0
904,line,AC,CHIC11,EXET11,0.0786,1.3565,152.8884,2779.0,9.39404432132964e-06,5.443213296398892e-07,380.0
905,line,AC,CHIC11,MANN11,0.0585,0.9377,35.5401,3065.0,6.49376731301939e-06,4.0512465373961224e-07,380.0
906,line,AC,CHIC4A,MANN11,0.0587,0.9404,35.6406,3065.0,6.512465373961219e-06,4.0650969529085874e-07,380.0
907,line,AC,CHIL41,FAWL11,0.0037,0.0235,56.9944,970.0,1.6274238227146816e-07,2.562326869806094e-08,380.0
908,line,AC,CHIL41,FAWL11,0.0037,0.0232,56.3832,970.0,1.6066481994459833e-07,2.562326869806094e-08,380.0
909,line,AC,CHIL41,LOVE11,0.0201,0.389,20.2483,1109.0,2.6939058171745154e-06,1.39196675900277e-07,380.0
910,line,AC,CHSI11,WWEY11,0.0519,0.6229,4.351,1316.0,4.313711911357341e-06,3.594182825484765e-07,380.0
911,line,AC,CHSI11,WWEY11,0.052,0.6241,4.3592,1316.0,4.32202216066482e-06,3.601108033240997e-07,380.0
912,line,AC,CHTE11,HIGM21,0.1218,1.806,12.2763,1381.0,1.2506925207756234e-05,8.434903047091413e-07,380.0
913,line,AC,CHTE11,HIGM21,0.1214,1.8002,12.2369,1381.0,1.2466759002770082e-05,8.407202216066482e-07,380.0
914,line,AC,CHUE4A,TILB13,0.0207,0.2569,13.0341,2827.0,1.7790858725761775e-06,1.4335180055401663e-07,380.0
915,line,AC,CHUE4A,WTHU4D,0.0038,0.0488,1.378,3102.0,3.379501385041551e-07,2.631578947368421e-08,380.0
916,line,AC,CHUE4B,TILB13,0.0207,0.2569,13.0341,2924.0,1.7790858725761775e-06,1.4335180055401663e-07,380.0
917,line,AC,CHUE4B,WTHU4C,0.004,0.0519,1.4744,3102.0,3.594182825484765e-07,2.7700831024930747e-08,380.0
918,line,AC,CILF2A,UPPB31,0.0319,0.2952,1.8923,955.0,2.044321329639889e-06,2.209141274238227e-07,380.0
919,line,AC,CILF2B,UPPB11,0.0319,0.2952,1.8923,955.0,2.044321329639889e-06,2.209141274238227e-07,380.0
921,line,AC,CILF2A,RASS11,0.0292,0.4679,17.7332,2779.0,3.2403047091412742e-06,2.0221606648199445e-07,380.0
922,line,AC,CILF2A,RHIG41,0.0271,0.435,16.4876,2779.0,3.012465373961219e-06,1.876731301939058e-07,380.0
923,line,AC,CILF2A,SWAN11,0.0668,1.0713,40.6034,2779.0,7.418975069252077e-06,4.626038781163435e-07,380.0
924,line,AC,CILF2A,SWAN42,0.0669,1.0724,40.6428,3180.0,7.4265927977839334e-06,4.6329639889196676e-07,380.0
925,line,AC,CILF2A,WHSO4A,0.0383,0.6151,23.1262,2779.0,4.259695290858726e-06,2.652354570637119e-07,380.0
926,line,AC,CITR11,CITR11,0.0001,0.0008,1.8,1566.0,5.54016620498615e-09,6.925207756232687e-10,380.0
927,line,AC,CITR11,CITR11,0.0001,0.0008,1.8,1733.0,5.54016620498615e-09,6.925207756232687e-10,380.0
