Line,component,carrier,bus0,bus1,r,x,b,s_nom,type,g,s_nom_mod,s_nom_extendable,s_nom_min,s_nom_max,s_max_pu,capital_cost,build_year,lifetime,length,terrain_factor,num_parallel,v_ang_min,v_ang_max,sub_network,x_pu,r_pu,g_pu,b_pu,x_pu_eff,r_pu_eff,s_nom_opt
736,line,AC,POOB2R,SMEA2-,0.0335,0.3227,2.9788,360.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
737,line,AC,PORD2Q,WGEO2Q,0.017,0.056,12.236,305.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
738,line,AC,PORD2R,WGEO2R,0.014,0.049,10.691,305.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
739,line,AC,REDH1-,WFIE1A,0.8077,2.2461,0.5179,157.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
740,line,AC,SMEA4Q,STHA4B,0.1593,1.4873,41.7375,1390.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
741,line,AC,SMEA4Q,TORN4-,0.0742,1.1033,70.0791,900.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
742,line,AC,SMEA4R,WISH4-,0.1344,1.2615,34.9418,1390.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
743,line,AC,STHA4A,WISH4-,0.0233,0.2267,6.8043,2000.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
744,line,AC,STIR1S,WFIE1A,3.218,9.4053,8.7867,162.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
745,line,AC,STLE1-,WIYH1-,1.1813,2.9041,1.2141,109.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
746,line,AC,WFIB2-,WFIE2-,0.1014,0.933,6.1144,950.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
747,line,AC,WHTB1S,WHTL1S,0.2593,0.4287,0.1121,100.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
748,line,AC,WHTB1T,WHTL1T,0.2593,0.4287,0.1121,100.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
749,line,AC,WIYH2-,WIYH2R,0.005,1.5,0.0,1000.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
750,line,AC,ABHA4A,EXET41,0.0778,0.9831,27.9792,2078.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
751,line,AC,ABHA4A,LAGA41,0.0417,0.5027,15.6941,2423.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
752,line,AC,ABHA4B,EXET41,0.0783,0.9885,28.1313,1389.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
753,line,AC,ABHA4B,LAGA41,0.0417,0.5027,15.6941,1389.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
754,line,AC,ABTH21,COWT2A,0.0503,0.5449,3.758,932.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
755,line,AC,ABTH21,PYLE21,0.1819,1.4523,9.9528,932.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
756,line,AC,ABTH21,TREM21,0.2267,2.1393,11.8321,682.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
757,line,AC,ABTH21,UPPB21,0.1234,1.1426,7.3237,955.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
758,line,AC,ABTH21,UPPB22,0.1245,1.1595,13.2801,772.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
759,line,AC,ALDW21,BRIN21,0.1442,0.7628,4.8487,626.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
760,line,AC,ALDW21,WMEL21,0.0409,0.3891,2.3695,955.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
761,line,AC,ALVE4A,INDQ41,0.2121,1.9367,56.1415,1389.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
762,line,AC,ALVE4A,TAUN41,0.117,1.477,42.0344,1389.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
763,line,AC,ALVE4B,INDQ41,0.2123,1.9391,56.209,1389.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
764,line,AC,ALVE4B,TAUN42,0.117,1.4771,42.0372,1389.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
765,line,AC,AMEM4A,ECLA41,0.0642,0.7026,20.4666,2009.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
766,line,AC,AMEM4A,IVER4A,0.0368,0.403,11.7392,2009.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
767,line,AC,AMEM4B,ECLA41,0.0642,0.7026,20.4666,2032.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
768,line,AC,AMEM4B,IVER4B,0.0368,0.403,11.7392,2032.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
769,line,AC,AXMI41,CHIC4A,0.0379,0.6609,130.8219,2779.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
770,line,AC,AXMI41,EXET41,0.0404,0.6915,21.9115,2779.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
771,line,AC,BAGB21,MAGA21,0.0435,0.5216,17.0509,1204.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
772,line,AC,BAGB21,SWAN21,0.0625,0.7488,19.1165,1548.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
773,line,AC,BARK21,REBR22,0.0411,0.4451,3.0706,1129.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
774,line,AC,BARK22,REBR21,0.041,0.4441,3.0636,1205.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
775,line,AC,BARK41,CHUE4A,0.0213,0.2629,8.1589,3102.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
776,line,AC,BARK41,CHUE4B,0.0213,0.2629,8.1589,3102.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
777,line,AC,BARK41,WHAM41,0.0156,0.1915,10.4541,2009.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
778,line,AC,BARK41,WHAM41,0.0155,0.191,5.6429,2009.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
779,line,AC,BARK41,WTHU4A,0.0289,0.3158,9.1985,2009.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
780,line,AC,BARK41,WTHU4B,0.0289,0.3158,9.1985,2009.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
781,line,AC,BEDD21,CHSI21,0.068,0.7365,7.9729,944.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
782,line,AC,BEDD21,WIMB21,0.0409,0.3915,11.7005,859.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
783,line,AC,BEDD22,CHSI21,0.0677,0.7328,6.4221,762.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
784,line,AC,BEDD23,WIMB2A,0.0398,0.3821,8.4754,995.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
785,line,AC,BEDD4A,ROWD42,0.0071,0.1292,121.8435,1275.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
786,line,AC,BEDD4B,ROWD41,0.0069,0.1275,124.3819,1275.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
787,line,AC,BESW21,COVE21,0.0853,0.7901,5.0645,955.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
788,line,AC,BESW21,COVE21,0.0853,0.7901,5.0645,955.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
789,line,AC,BESW21,FECK21,0.1425,1.5095,9.7917,955.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
790,line,AC,BESW21,OCKH21,0.2318,2.4208,22.7971,819.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
791,line,AC,BICF41,SPLN41,0.0191,0.355,13.187,3156.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
792,line,AC,BICF41,WALP41,0.0335,0.6488,25.3895,3189.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
793,line,AC,BICF41,WBUR41,0.0581,1.1259,44.059,3326.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
794,line,AC,BICF41,WBUR42,0.0581,1.1259,44.059,3326.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
795,line,AC,BIRK21,CAPE21,0.0703,0.6839,4.0052,955.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
796,line,AC,BIRK21,CAPE21,0.0703,0.6839,4.0052,955.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
797,line,AC,BIRK21,LISD2A,0.0271,0.2978,125.0427,817.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
798,line,AC,BISW21,FECK21,0.0938,0.9633,6.2301,955.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
799,line,AC,BISW21,KITW21,0.1054,1.1236,7.5448,955.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800,line,AC,BISW21,KITW21,0.0932,1.0024,6.7545,955.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
801,line,AC,BISW21,PENN21,0.1233,1.2726,8.2379,1040.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
802,line,AC,BLYT21,STEW21,0.1472,1.3916,5.9965,682.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
803,line,AC,BLYT21,STEW21,0.1469,1.388,5.9813,682.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
804,line,AC,BLYT21,TYNE21,0.0742,0.7144,4.5642,1360.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
805,line,AC,BLYT21,TYNE2A,0.0744,0.7164,4.5772,1360.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
806,line,AC,BLYT41,MEDB4A,0.0426,0.514,18.0175,2199.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
807,line,AC,BLYT41,MEDB4B,0.0429,0.5194,24.1171,2199.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
808,line,AC,BODE41,PENM4A,0.0008,0.0094,7.6404,1056.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
809,line,AC,BODE41,PENM4B,0.0005,0.0087,0.3284,2771.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
810,line,AC,BOLN41,LOVE41,0.0703,1.1266,42.6998,3102.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
811,line,AC,BOLN41,LOVE41,0.0703,1.1266,42.6998,2771.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
812,line,AC,BOLN41,NINF41,0.0558,0.8941,33.8862,3102.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
813,line,AC,BOLN41,NINF41,0.0558,0.8941,33.8862,3102.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
814,line,AC,BOTW41,CHIL41,0.0066,0.1285,5.027,3341.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
815,line,AC,BOTW41,LOVE41,0.013,0.252,9.8617,3341.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
816,line,AC,BRAI4A,BRFO41,0.0451,0.8316,32.2964,2779.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
817,line,AC,BRAI4A,BULL41,0.0134,0.2147,8.1357,2779.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
818,line,AC,BRAI4B,PELH41,0.065,1.1398,43.92,2779.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
819,line,AC,BRAI4B,RAYL41,0.0358,0.5745,21.7727,2779.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
820,line,AC,BRAW21,ELLA21,0.0769,0.7134,5.4384,762.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821,line,AC,BRAW21,KIRK21,0.0844,0.855,54.1379,762.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822,line,AC,BRAW21,MONF21,0.1174,1.8824,15.9388,1204.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823,line,AC,BRAW4A,PADI41,0.0754,1.1321,35.9226,2470.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
824,line,AC,BRED21,MACC21,0.0768,0.8127,5.4608,948.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
825,line,AC,BRED21,SMAN21,0.0513,0.4604,46.762,865.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
826,line,AC,BRED21,STAL21,0.0665,0.6343,4.1113,1093.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
827,line,AC,BRFO41,LEIS4A,0.046,0.7367,27.9223,2779.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828,line,AC,BRFO41,NORM41,0.0983,1.242,37.3151,1590.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
829,line,AC,BRFO41,NORM41,0.0983,1.242,37.3151,1590.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830,line,AC,BRFO41,PELH41,0.0655,1.1949,46.3271,3102.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831,line,AC,BRFO41,SIZE41,0.0468,0.7508,28.4562,2779.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
832,line,AC,BRFO41,SIZE41,0.0468,0.7508,28.4562,2779.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
833,line,AC,BRFO41,SIZE41,0.0468,0.7508,28.4562,2779.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
834,line,AC,BRIM2A,TOTT23,0.0345,0.3234,5.3982,1085.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
835,line,AC,BRIM2A,WALX22,0.0268,0.2482,1.5911,1093.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
836,line,AC,BRIM2B,TOTT22,0.0341,0.3201,6.2537,1085.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
837,line,AC,BRIM2B,WALX22,0.0274,0.2538,1.6269,1093.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838,line,AC,BRIM2C,TOTT24,0.0344,0.3223,4.5788,1085.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
839,line,AC,BRIM2C,WALX21,0.0273,0.2528,1.6211,1093.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840,line,AC,BRIM2D,TOTT21,0.0347,0.3264,6.1984,1085.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841,line,AC,BRIM2D,WALX21,0.0273,0.2528,1.6211,1093.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
842,line,AC,BRIN21,CHTE21,0.0519,0.8305,9.3505,934.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843,line,AC,BRIN21,JORD21,0.0647,0.5918,16.0432,557.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
844,line,AC,BRIN21,NORL2A,0.0708,0.6085,24.8202,419.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
845,line,AC,BRIN21,TEMP21,0.0126,0.117,0.7458,955.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
846,line,AC,BRIN21,TEMP22,0.0126,0.117,0.7458,955.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
847,line,AC,BRIN22,CHTE21,0.0513,0.8236,6.9689,1204.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848,line,AC,BRIN22,THUR21,0.0599,0.2384,1.5621,626.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
849,line,AC,BRIN22,TINP21,0.0145,0.1342,0.86,955.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
850,line,AC,BRIN22,TINP22,0.0145,0.1342,0.86,919.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
851,line,AC,BRIN41,THOM41,0.0394,0.6316,23.9221,2518.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
852,line,AC,BRIN41,THOM42,0.0394,0.6316,23.9221,2545.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
853,line,AC,BRLE41,DIDC41,0.0419,0.6724,87.0663,2779.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
