Line,component,carrier,bus0,bus1,r,x,b,s_nom,type,g,s_nom_mod,s_nom_extendable,s_nom_min,s_nom_max,s_max_pu,capital_cost,build_year,lifetime,length,terrain_factor,num_parallel,v_ang_min,v_ang_max,sub_network,x_pu,r_pu,g_pu,b_pu,x_pu_eff,r_pu_eff,s_nom_opt
372,line,AC,PEHEMEC4,PEHERSV1,0.01,0.01,0.0,9999.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
373,line,AC,PEHEMEC5,PEHEMEC6,0.01,0.01,0.0,9999.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
374,line,AC,PERS1Q,PERS1R,0.01,0.01,0.0,9999.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
375,line,AC,PERS1Q,WIOW1R,0.084,0.221,5.104,155.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
376,line,AC,PERS1R,WIOW1Q,0.084,0.221,5.104,155.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
377,line,AC,PERS2Q,PERS2R,0.01,0.01,0.0,9999.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
378,line,AC,PORA1Q,PORA1U,0.778,1.25,0.274,99.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
379,line,AC,PORA1R,PORA1T,0.778,1.25,0.274,99.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
380,line,AC,PORA1T,PORA1U,0.01,0.01,0.0,9999.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
381,line,AC,QUOI1-,QUOI1Q,0.12,0.28,0.05,150.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
382,line,AC,RANN1Q,TUMB1Q,2.42,5.51,1.18,126.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
383,line,AC,RANN1R,TUMB1R,2.42,5.51,1.18,126.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
384,line,AC,ROTI2J,ROTI2K,0.01,0.01,0.0,9999.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
385,line,AC,SFEG1Q,SFEG1S,0.01,0.034,0.46,160.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
386,line,AC,SFEG1Q,SFER1L,0.25,0.49,0.1,150.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
387,line,AC,SFEG1R,SFEG1T,0.01,0.034,0.46,160.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
388,line,AC,SFEG1R,SFER1M,0.25,0.49,0.1,150.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
389,line,AC,SFEG1S,SFEG1T,0.01,0.01,0.0,100.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
390,line,AC,SFEM1Q,SFER1L,0.382,0.557,1.871,132.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
391,line,AC,SFEM1R,SFER1M,0.382,0.557,1.871,132.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
392,line,AC,SFER1J,SFER1K,0.01,0.01,0.0,9999.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
393,line,AC,SFER1J,SFER1M,0.01,0.01,0.0,9999.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
394,line,AC,SFER1K,SFER1L,0.01,0.01,0.0,9999.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
395,line,AC,SFER1L,SFER1M,0.01,0.01,0.0,100.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
396,line,AC,SLKB1J,SLKB1L,0.0159,0.0956,2.316,306.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
397,line,AC,SLKB1K,SLKB1M,0.0159,0.0956,2.316,306.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
398,line,AC,SLOY1A,SLOY1K,0.0054,0.124,1.12,213.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
399,line,AC,SLOY1A,SLOY1M,0.05,0.1154,0.023,126.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
400,line,AC,SLOY1B,SLOY1K,0.0054,0.124,1.12,213.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
401,line,AC,SLOY1B,SLOY1L,0.05,0.1154,0.023,126.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
402,line,AC,SLOY1C,SLOY1J,0.0054,0.124,1.12,213.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
403,line,AC,SLOY1C,SLOY1N,0.0643,0.1457,0.03,126.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
404,line,AC,SLOY1D,SLOY1J,0.0054,0.124,1.12,213.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
405,line,AC,SLOY1D,SLOY1P,0.0643,0.1457,0.03,126.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
406,line,AC,SLOY1E,SLOY1J,0.0082,0.186,1.68,213.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
407,line,AC,SLOY1F,SLOY1K,0.0082,0.186,1.68,213.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
408,line,AC,SLOY1J,SLOY1K,0.01,0.01,0.0,9999.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
409,line,AC,SLOY1J,SLOY1T,0.547,1.254,0.266,132.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
410,line,AC,SPIT2J,SPIT2K,0.01,0.01,0.0,9999.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
411,line,AC,SPIT2J,THUS2J,0.0605,0.6655,2.577,965.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
412,line,AC,SPIT2K,SPIT2R,0.01,0.01,0.0,960.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
413,line,AC,SPIT2K,THUS2K,0.0605,0.6655,2.577,965.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
414,line,AC,STRW12,STRW1C,0.01,0.0631,0.48,200.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
415,line,AC,TEAL2J,TEAL2K,0.01,0.01,0.0,9999.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
416,line,AC,TEAL2J,WFIB2-,0.19,1.67,10.2,955.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
417,line,AC,THUS1J,THUS1K,0.01,0.01,0.0,9999.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
418,line,AC,TOMT1J,TOMT1K,0.01,0.01,0.0,9999.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
419,line,AC,TOMT1J,TOMT1M,0.29,1.59,18.77,261.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
420,line,AC,TOMT1K,TOMT1L,0.27,1.5,17.6,261.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
421,line,AC,TUMM2J,TUMM2K,0.01,0.01,0.0,9999.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
422,line,AC,WHIB1A,WHIB1C,0.0896,0.2773,3.437,153.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
423,line,AC,WHIB1B,WHIB1D,0.0896,0.2773,3.437,153.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
424,line,AC,WHIB1C,WHIB1E,0.3644,0.8355,0.177,132.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
425,line,AC,WHIB1D,WHIB1F,0.3644,0.8355,0.177,132.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
426,line,AC,WHIB1E,WHIB1G,0.0134,0.0416,0.515,153.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
427,line,AC,WHIB1F,WHIB1H,0.0134,0.0416,0.515,153.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
428,line,AC,WIOW1Q,WOHI1Q,0.075,0.29,3.908,174.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
429,line,AC,WIOW1R,WOHI1R,0.075,0.29,3.908,174.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
430,line,AC,AREC1-,MAHI1-,0.4363,1.668,2.5345,214.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
431,line,AC,AREC3-,GLAP3-,10.2827,40.2207,0.7392,40.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
432,line,AC,AUCH2-,MAHI2-,0.109,0.8301,2.9503,570.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
433,line,AC,AUCW1-,HADH1-,1.83,3.88,0.96,140.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
434,line,AC,AUCW1-,MAYB1-,0.0,0.009,0.0682,140.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
435,line,AC,AYR-2Q,COYW2S,0.0422,0.3812,2.6022,955.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
436,line,AC,AYR-2R,COYW2T,0.0422,0.3812,2.6022,955.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
437,line,AC,BAGA1Q,BONN1-,0.716,3.8726,0.9882,171.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
438,line,AC,BAGA1Q,DRCR1Q,0.5756,1.4393,2.8779,146.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
439,line,AC,BAGA1R,DRCR1Q,0.72,3.8943,0.9935,171.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
440,line,AC,BAGA1R,DRCR1R,0.5752,1.4382,2.8701,146.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
441,line,AC,BAIN1Q,BONN1-,0.2761,1.4801,0.4755,114.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
442,line,AC,BAIN1R,BONN1-,0.2797,1.4992,0.7089,114.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
443,line,AC,BERW1Q,ECCL1-,1.9576,4.8683,1.5223,132.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
444,line,AC,BERW1R,ECCL1-,1.9569,4.8645,1.4665,132.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
445,line,AC,BLAH1-,DUNH1Q,0.0294,0.2043,0.0733,418.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
446,line,AC,BLAH1-,DUNH1R,0.0294,0.2043,0.0733,466.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
447,line,AC,BLAH1-,GLGL1Q,0.4848,2.7278,1.2134,134.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
448,line,AC,BLAH1-,GLGL1R,0.485,2.7281,1.2195,134.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
449,line,AC,BLCW1-,NECU1Q,1.2839,7.3019,3.5807,166.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
450,line,AC,BLCW3-,BLKS3-,0.3875,1.2246,0.6574,61.2,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
451,line,AC,BLKL1-,WISH1-,0.6542,1.8052,6.2962,161.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
452,line,AC,BLLX1-,LINM1Q,1.1339,3.1699,7.5599,132.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
453,line,AC,BONB2J,DENN2-,0.054,0.7739,5.8126,1500.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
454,line,AC,BONB4-,DENN4-,0.0255,0.3658,12.2976,2570.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
455,line,AC,BONN1-,CUMB1Q,0.4305,2.4371,0.5639,135.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
456,line,AC,BONN1-,CUMB1R,0.4305,2.4371,0.5639,135.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
457,line,AC,BONN1-,DENN1-,0.1878,0.4755,1.1901,240.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
458,line,AC,BONN1-,STIR1S,0.2591,1.8255,22.5303,238.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
459,line,AC,BONN1-,STIR1T,0.2591,1.8255,22.5303,238.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
460,line,AC,BONN2A,DENN2-,0.0183,0.1734,4.382,722.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
461,line,AC,BONN2B,DENN2-,0.0181,0.1709,3.8346,722.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
462,line,AC,BRAP1-,ERSK1Q,0.4479,1.0975,12.4447,121.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
463,line,AC,BRAP1-,ERSK1R,0.4955,1.1727,12.9637,102.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
464,line,AC,BRAP1-,GOVA1R,0.2168,0.45,11.0073,125.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
465,line,AC,BRAP1-,PAIS1R,0.1309,0.9964,3.6706,274.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
466,line,AC,BROX1Q,CURR1A,0.8009,2.4722,0.505,132.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
467,line,AC,BROX1R,CURR1B,0.8009,2.4722,0.505,132.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
468,line,AC,BUSB2-,GIFF2Q,0.037,0.134,19.636,276.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
469,line,AC,BUSB2-,GIFF2R,0.037,0.134,19.636,276.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
470,line,AC,BUSB2-,NEIL2-,0.0856,0.8267,5.625,1120.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
471,line,AC,BUSB2-,STHA2A,0.064,0.6181,4.2097,750.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
472,line,AC,CAFA1Q,KEOO1-,0.2337,0.5239,0.1455,132.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
473,line,AC,CATY1Q,DALM1-,0.1313,0.3018,6.1089,122.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
474,line,AC,CATY1R,DALM1-,0.1313,0.3018,6.1089,122.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
475,line,AC,CCSS1-,COAL1A,0.126,0.6896,13.1977,210.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
476,line,AC,CCSS1-,GAWH1Q,0.058,0.3178,6.0815,210.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
477,line,AC,CCSS3-,CUMH3-,0.2075,0.6558,0.3521,40.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
478,line,AC,CHAP1-,DUMF1-,1.0661,6.0867,1.6344,171.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
479,line,AC,CHAP1-,DUMF1-,1.065,6.0817,1.5576,171.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
480,line,AC,CHAP1-,ECCF1J,0.6009,1.515,0.651,18.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
481,line,AC,CHAP1-,ECCF1K,0.6,1.5109,0.5882,21.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
482,line,AC,CHAP1-,GRNA1-,1.1811,3.0837,0.9878,132.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
483,line,AC,CHAP1-,GRNA1-,1.1797,3.0784,0.9358,132.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
484,line,AC,CHAP1-,HAKB1-,1.535,3.472,0.754,132.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
485,line,AC,CHAS2Q,DALM2Q,0.049,0.065,20.456,186.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
486,line,AC,CHAS2R,DALM2R,0.049,0.065,20.456,186.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
487,line,AC,CLYM2-,DALM2Q,0.019,0.1713,1.1692,750.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
488,line,AC,CLYM2-,DALM2R,0.0193,0.1737,1.8402,695.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
