nationalGridBmUnit,elexonBmUnit,fuelType,leadPartyName,bmUnitType,fpnFlag,longitude,latitude,name
IBD-STGS1,I_IBD-STGS1,,STG Switzerland GmbH,I,True,,,IBD-STGS1
IBD-TGPL1,I_IBD-TGPL1,,TotalEnergies Gas & Power Ltd,I,True,,,IBD-TGPL1
IBD-TRFD1,I_IBD-TRFD1,,Trafigura Denmark ApS,I,True,,,IBD-TRFD1
IBD-TRFG1,I_IBD-TRFG1,,Trafigura Trading Sarl,I,True,,,IBD-TRFG1
IBD-TRLS1,I_IBD-TRLS1,,TrailStone Renewables GmbH,I,True,,,IBD-TRLS1
IBD-VETR1,I_IBD-VETR1,,Vattenfall Energy Trading,I,True,,,IBD-VETR1
IBD-VOLT1,I_IBD-VOLT1,,Volta Energy DAC,I,True,,,IBD-VOLT1
IBD-VSAL1,I_IBD-VSAL1,,VITOL SA,I,True,,,IBD-VSAL1
IBD-XNON1,I_IBD-XNON1,,XENON CAPITAL MARKETS LTD,I,True,,,IBD-XNON1
IBG-ALIP1,I_IBG-ALIP1,,Energetick ApS,I,True,,,IBG-ALIP1
IBG-ALPE1,I_IBG-ALPE1,,Alpha Energy ApS,I,True,,,IBG-ALPE1
IBG-ARON1,I_IBG-ARON1,,J.Aron & Company,I,True,,,IBG-ARON1
IBG-BDEN1,I_IBG-BDEN1,,BD Energy A/S,I,True,,,IBG-BDEN1
IBG-BKWE1,I_IBG-BKWE1,,BKW Energie AG,I,True,,,IBG-BKWE1
IBG-BPGE1,I_IBG-BPGE1,,BP Gas Marketing Limited,I,True,,,IBG-BPGE1
IBG-BRTN1,I_IBG-BRTN1,INTNED,BritNed Development Ltd,I,True,,,IBG-BRTN1
IBG-CACM1,I_IBG-CACM1,,C A Commodities A/S,I,True,,,IBG-CACM1
IBG-CBST1,I_IBG-CBST1,,Cobblestone Energy,I,True,,,IBG-CBST1
IBG-CENT1,I_IBG-CENT1,,Centrica Energy Limited,I,True,,,IBG-CENT1
IBG-CETA1,I_IBG-CETA1,,Cross Options International IV,I,True,,,IBG-CETA1
IBG-CEZC1,I_IBG-CEZC1,,CEZ A.S,I,True,,,IBG-CEZC1
IBG-CGML1,I_IBG-CGML1,,Citigroup Global Markets Ltd,I,True,,,IBG-CGML1
IBG-CNGS1,I_IBG-CNGS1,,Cenergise Limited,I,True,,,IBG-CNGS1
IBG-CONS1,I_IBG-CONS1,,Constellation Generation LTD,I,True,,,IBG-CONS1
IBG-CONV1,I_IBG-CONV1,,Convex Energy GmbH,I,True,,,IBG-CONV1
IBG-COPN1,I_IBG-COPN1,,Copenhagen Energy Trading A/S,I,True,,,IBG-COPN1
IBG-DARE1,I_IBG-DARE1,,Dare Power Ltd,I,True,,,IBG-DARE1
IBG-DMCC1,I_IBG-DMCC1,,Cobblestone Energy DMCC,I,True,,,IBG-DMCC1
IBG-DNGN1,I_IBG-DNGN1,,Orsted Salg & Service A/S,I,True,,,IBG-DNGN1
IBG-DSKC1,I_IBG-DSKC1,,Danske Commodities A/S,I,True,,,IBG-DSKC1
IBG-DUFE1,I_IBG-DUFE1,,DXT Commodities SA,I,True,,,IBG-DUFE1
IBG-DVAL1,I_IBG-DVAL1,,DVALIN ApS,I,True,,,IBG-DVAL1
IBG-EDFT1,I_IBG-EDFT1,,EDF TRADING LIMITED,I,True,,,IBG-EDFT1
IBG-EDMK1,I_IBG-EDMK1,,Energi Danmark A/S,I,True,,,IBG-EDMK1
IBG-EGLE1,I_IBG-EGLE1,,Axpo Solutions AG,I,True,,,IBG-EGLE1
IBG-ELEE1,I_IBG-ELEE1,,Electrabel SA,I,True,,,IBG-ELEE1
IBG-ELTR1,I_IBG-ELTR1,,ElectroRoute Energy Trading,I,True,,,IBG-ELTR1
IBG-ENEL1,I_IBG-ENEL1,,Enel Global Trading S.P.A,I,True,,,IBG-ENEL1
IBG-ENET1,I_IBG-ENET1,,Eneco Energy Trade,I,True,,,IBG-ENET1
IBG-ENGM1,I_IBG-ENGM1,,ENGIE GLOBAL MARKETS,I,True,,,IBG-ENGM1
IBG-ENSP1,I_IBG-ENSP1,,enspired GmbH,I,True,,,IBG-ENSP1
IBG-ENTC1,I_IBG-ENTC1,,Energetech Europe BV,I,True,,,IBG-ENTC1
IBG-EOET1,I_IBG-EOET1,,Uniper Global Commodities SE,I,True,,,IBG-EOET1
IBG-EPCO1,I_IBG-EPCO1,,EP COMMODITIES A.S,I,True,,,IBG-EPCO1
IBG-ERVA1,I_IBG-ERVA1,,Erova Energy Limited,I,True,,,IBG-ERVA1
IBG-EZC01,I_IBG-EZC01,,ENZEE Commodities A/S,I,True,,,IBG-EZC01
IBG-EZCO1,I_IBG-EZCO1,,ENZEE Commodities A/S,I,True,,,IBG-EZCO1
IBG-FPCD1,I_IBG-FPCD1,,Freepoint Commodities Europe,I,True,,,IBG-FPCD1
IBG-GAZP1,I_IBG-GAZP1,,SEFE Marketing & Trading LTD,I,True,,,IBG-GAZP1
IBG-GLEN1,I_IBG-GLEN1,,Glencore Energy UK Ltd,I,True,,,IBG-GLEN1
IBG-HART1,I_IBG-HART1,,HAPPGCO,I,True,,,IBG-HART1
IBG-HELI1,I_IBG-HELI1,,Helios Power Trading A/S,I,True,,,IBG-HELI1
IBG-IBES1,I_IBG-IBES1,,"Iberdrola Energia Espana,S.AU.",I,True,,,IBG-IBES1
IBG-IDCE1,I_IBG-IDCE1,,DC Energy Trading V.O.F.,I,True,,,IBG-IDCE1
IBG-INCM1,I_IBG-INCM1,,IN COMMODITIES A/S,I,True,,,IBG-INCM1
IBG-KCST1,I_IBG-KCST1,,KOCH SUPPLY & TRADING SARL,I,True,,,IBG-KCST1
IBG-LTFD1,I_IBG-LTFD1,,LIGHTFIELD LTD,I,True,,,IBG-LTFD1
IBG-MCRA1,I_IBG-MCRA1,,Mercuria Energy Trading SA,I,True,,,IBG-MCRA1
IBG-MFTE1,I_IBG-MFTE1,,MFT Energy A/S,I,True,,,IBG-MFTE1
IBG-MONL1,I_IBG-MONL1,,Monolith Capital AG,I,True,,,IBG-MONL1
IBG-NEAS1,I_IBG-NEAS1,,Centrica Energy Trading A/S,I,True,,,IBG-NEAS1
IBG-NEHO1,I_IBG-NEHO1,,Nordic Energy House ApS,I,True,,,IBG-NEHO1
IBG-NITR1,I_IBG-NITR1,,Nitor Energy A/S,I,True,,,IBG-NITR1
IBG-NORL1,I_IBG-NORL1,,Norlys Energy Trading A/S,I,True,,,IBG-NORL1
IBG-NTPL1,I_IBG-NTPL1,,Northpool BV,I,True,,,IBG-NTPL1
IBG-OMPX1,I_IBG-OMPX1,,Ompex AG,I,True,,,IBG-OMPX1
IBG-OPMX1,I_IBG-OPMX1,,Optimax Energy GmbH,I,True,,,IBG-OPMX1
IBG-OUTL1,I_IBG-OUTL1,,Outlook Energy Ltd,I,True,,,IBG-OUTL1
IBG-PETC1,I_IBG-PETC1,,PETROCHINA INTL LONDON CO. LTD,I,True,,,IBG-PETC1
IBG-PTRS1,I_IBG-PTRS1,,Petroineos Trading Ltd,I,True,,,IBG-PTRS1
IBG-PWMR1,I_IBG-PWMR1,,PowerMart ApS,I,True,,,IBG-PWMR1
IBG-PZEM1,I_IBG-PZEM1,,PZEM Energy Company B.V.,I,True,,,IBG-PZEM1
IBG-QUAR1,I_IBG-QUAR1,,Quark Energy Trading Limited,I,True,,,IBG-QUAR1
IBG-QUEN1,I_IBG-QUEN1,,QUENT ApS,I,True,,,IBG-QUEN1
IBG-RESP1,I_IBG-RESP1,,RESPECT ENERGY S.A.,I,True,,,IBG-RESP1
IBG-RISQ1,I_IBG-RISQ1,,Risq Energy Limited,I,True,,,IBG-RISQ1
IBG-RWES1,I_IBG-RWES1,,RWE Supply and Trading GmbH,I,True,,,IBG-RWES1
IBG-SETL1,I_IBG-SETL1,,Shell Energy Europe Limited,I,True,,,IBG-SETL1
IBG-SSEG1,I_IBG-SSEG1,,SSE Energy Supply Limited,I,True,,,IBG-SSEG1
IBG-STAT1,I_IBG-STAT1,,Statkraft Markets Gmbh,I,True,,,IBG-STAT1
IBG-STGS1,I_IBG-STGS1,,STG Switzerland GmbH,I,True,,,IBG-STGS1
IBG-TGPL1,I_IBG-TGPL1,,TotalEnergies Gas & Power Ltd,I,True,,,IBG-TGPL1
IBG-TRFD1,I_IBG-TRFD1,,Trafigura Denmark ApS,I,True,,,IBG-TRFD1
IBG-TRFG1,I_IBG-TRFG1,,Trafigura Trading Sarl,I,True,,,IBG-TRFG1
IBG-TRLS1,I_IBG-TRLS1,,TrailStone Renewables GmbH,I,True,,,IBG-TRLS1
IBG-VETR1,I_IBG-VETR1,,Vattenfall Energy Trading,I,True,,,IBG-VETR1
IBG-VOLT1,I_IBG-VOLT1,,Volta Energy DAC,I,True,,,IBG-VOLT1
IBG-VSAL1,I_IBG-VSAL1,,VITOL SA,I,True,,,IBG-VSAL1
IBG-XNON1,I_IBG-XNON1,,XENON CAPITAL MARKETS LTD,I,True,,,IBG-XNON1
IED-ELEC1,I_IED-ELEC1,,ElecLink Ltd (ELECL1),I,True,,,IED-ELEC1
IED-EWIC1,I_IED-EWIC1,,Eirgrid PLC,I,True,,,IED-EWIC1
IED-FRAN1,I_IED-FRAN1,,Nat Grid Interconnectors Ltd,I,True,,,IED-FRAN1
IED-IFA2,I_IED-IFA2,,National Grid IFA 2 Limited,I,True,,,IED-IFA2
IED-MOYL1,I_IED-MOYL1,,SONI Ltd,I,True,,,IED-MOYL1
IED-NSL1,I_IED-NSL1,,National Grid North Sea Link,I,True,,,IED-NSL1
IED-VKL1,I_IED-VKL1,,National Grid Viking Link Ltd,I,True,,,IED-VKL1
IEG-ELEC1,I_IEG-ELEC1,INTELEC,ElecLink Ltd (ELECL1),I,True,,,IEG-ELEC1
IEG-EWIC1,I_IEG-EWIC1,INTEW,Eirgrid PLC,I,True,,,IEG-EWIC1
IEG-FRAN1,I_IEG-FRAN1,INTFR,Nat Grid Interconnectors Ltd,I,True,,,IEG-FRAN1
IEG-IFA2,I_IEG-IFA2,INTIFA2,National Grid IFA 2 Limited,I,True,,,IEG-IFA2
IEG-MOYL1,I_IEG-MOYL1,INTIRL,SONI Ltd,I,True,,,IEG-MOYL1
IEG-NSL1,I_IEG-NSL1,INTNSL,National Grid North Sea Link,I,True,,,IEG-NSL1
IEG-VKL1,I_IEG-VKL1,INTVKL,National Grid Viking Link Ltd,I,True,,,IEG-VKL1
IFD-ACCE1,I_IFD-ACCE1,,Centrica Energy Limited,I,True,,,IFD-ACCE1
IFD-ALEU1,I_IFD-ALEU1,,Alphataraxia Europium BV,I,True,,,IFD-ALEU1
IFD-ALIP1,I_IFD-ALIP1,,Energetick ApS,I,True,,,IFD-ALIP1
IFD-ARON1,I_IFD-ARON1,,J.Aron & Company,I,True,,,IFD-ARON1
IFD-BDEN1,I_IFD-BDEN1,,BD Energy A/S,I,True,,,IFD-BDEN1
IFD-BKWE1,I_IFD-BKWE1,,BKW Energie AG,I,True,,,IFD-BKWE1
IFD-BNPS1,I_IFD-BNPS1,,BNP Paribas,I,True,,,IFD-BNPS1
IFD-BPGE1,I_IFD-BPGE1,,BP Gas Marketing Limited,I,True,,,IFD-BPGE1
IFD-CBST1,I_IFD-CBST1,,Cobblestone Energy,I,True,,,IFD-CBST1
IFD-CETL1,I_IFD-CETL1,,Conrad Energy (Trading) Ltd,I,True,,,IFD-CETL1
IFD-CEZC1,I_IFD-CEZC1,,CEZ A.S,I,True,,,IFD-CEZC1
IFD-CGML1,I_IFD-CGML1,,Citigroup Global Markets Ltd,I,True,,,IFD-CGML1
IFD-CNGS1,I_IFD-CNGS1,,Cenergise Limited,I,True,,,IFD-CNGS1
IFD-CNRE1,I_IFD-CNRE1,,Compagnie Nationale du Rhone,I,True,,,IFD-CNRE1
IFD-CONS1,I_IFD-CONS1,,Constellation Generation LTD,I,True,,,IFD-CONS1
IFD-CONV1,I_IFD-CONV1,,Convex Energy GmbH,I,True,,,IFD-CONV1
IFD-COPN1,I_IFD-COPN1,,Copenhagen Energy Trading A/S,I,True,,,IFD-COPN1
IFD-DARE1,I_IFD-DARE1,,Dare Power Ltd,I,True,,,IFD-DARE1
IFD-DMCC1,I_IFD-DMCC1,,Cobblestone Energy DMCC,I,True,,,IFD-DMCC1
IFD-DNGN1,I_IFD-DNGN1,,Orsted Salg & Service A/S,I,True,,,IFD-DNGN1
IFD-DSKC1,I_IFD-DSKC1,,Danske Commodities A/S,I,True,,,IFD-DSKC1
IFD-DUEN1,I_IFD-DUEN1,,Duferco Energia S.p.A.,I,True,,,IFD-DUEN1
IFD-DUFE1,I_IFD-DUFE1,,DXT Commodities SA,I,True,,,IFD-DUFE1
IFD-DVAL1,I_IFD-DVAL1,,DVALIN ApS,I,True,,,IFD-DVAL1
IFD-ECCA1,I_IFD-ECCA1,,ECC AG,I,True,,,IFD-ECCA1
IFD-EDFT1,I_IFD-EDFT1,,EDF TRADING LIMITED,I,True,,,IFD-EDFT1
IFD-EDMK1,I_IFD-EDMK1,,Energi Danmark A/S,I,True,,,IFD-EDMK1
IFD-EGLE1,I_IFD-EGLE1,,Axpo Solutions AG,I,True,,,IFD-EGLE1
IFD-ELEE1,I_IFD-ELEE1,,Electrabel SA,I,True,,,IFD-ELEE1
IFD-ELTR1,I_IFD-ELTR1,,ElectroRoute Energy Trading,I,True,,,IFD-ELTR1
IFD-ENEL1,I_IFD-ENEL1,,Enel Global Trading S.P.A,I,True,,,IFD-ENEL1
IFD-ENET1,I_IFD-ENET1,,Eneco Energy Trade,I,True,,,IFD-ENET1
IFD-ENKI1,I_IFD-ENKI1,,ENKI TRADING S.R.O.,I,True,,,IFD-ENKI1
IFD-ENSC1,I_IFD-ENSC1,,EnSCo Energy Services Company,I,True,,,IFD-ENSC1
IFD-ENSP1,I_IFD-ENSP1,,enspired GmbH,I,True,,,IFD-ENSP1
IFD-ENTC1,I_IFD-ENTC1,,Energetech Europe BV,I,True,,,IFD-ENTC1
IFD-ENVM1,I_IFD-ENVM1,,Energya VM Gestion De Energia,I,True,,,IFD-ENVM1
IFD-EOET1,I_IFD-EOET1,,Uniper Global Commodities SE,I,True,,,IFD-EOET1
IFD-EPCO1,I_IFD-EPCO1,,EP COMMODITIES A.S,I,True,,,IFD-EPCO1
IFD-ERVA1,I_IFD-ERVA1,,Erova Energy Limited,I,True,,,IFD-ERVA1
IFD-EZCO1,I_IFD-EZCO1,,ENZEE Commodities A/S,I,True,,,IFD-EZCO1
IFD-FPCD1,I_IFD-FPCD1,,Freepoint Commodities Europe,I,True,,,IFD-FPCD1
IFD-GASE1,I_IFD-GASE1,,ENGIE GLOBAL MARKETS,I,True,,,IFD-GASE1
IFD-GAZP1,I_IFD-GAZP1,,SEFE Marketing & Trading LTD,I,True,,,IFD-GAZP1
IFD-GDFE1,I_IFD-GDFE1,,ENGIE Power Limited,I,True,,,IFD-GDFE1
IFD-GLEN1,I_IFD-GLEN1,,Glencore Energy UK Ltd,I,True,,,IFD-GLEN1
IFD-GRMT1,I_IFD-GRMT1,,A/S Global Risk Management Ltd,I,True,,,IFD-GRMT1
IFD-HART1,I_IFD-HART1,,HAPPGCO,I,True,,,IFD-HART1
IFD-HELI1,I_IFD-HELI1,,Helios Power Trading A/S,I,True,,,IFD-HELI1
IFD-IBES1,I_IFD-IBES1,,"Iberdrola Energia Espana,S.AU.",I,True,,,IFD-IBES1
IFD-INCM1,I_IFD-INCM1,,IN COMMODITIES A/S,I,True,,,IFD-INCM1
IFD-KCST1,I_IFD-KCST1,,KOCH SUPPLY & TRADING SARL,I,True,,,IFD-KCST1
IFD-LTFD1,I_IFD-LTFD1,,LIGHTFIELD LTD,I,True,,,IFD-LTFD1
IFD-MCRA1,I_IFD-MCRA1,,Mercuria Energy Trading SA,I,True,,,IFD-MCRA1
IFD-MFTE1,I_IFD-MFTE1,,MFT Energy A/S,I,True,,,IFD-MFTE1
IFD-MQBN1,I_IFD-MQBN1,,Macquarie Bank Limited,I,True,,,IFD-MQBN1
IFD-NEAS1,I_IFD-NEAS1,,Centrica Energy Trading A/S,I,True,,,IFD-NEAS1
IFD-NEHO1,I_IFD-NEHO1,,Nordic Energy House ApS,I,True,,,IFD-NEHO1
IFD-NITR1,I_IFD-NITR1,,Nitor Energy A/S,I,True,,,IFD-NITR1
IFD-NORL1,I_IFD-NORL1,,Norlys Energy Trading A/S,I,True,,,IFD-NORL1
IFD-NSDQ1,I_IFD-NSDQ1,,European Market Coupling,I,True,,,IFD-NSDQ1
IFD-NTPL1,I_IFD-NTPL1,,Northpool BV,I,True,,,IFD-NTPL1
IFD-NVAL1,I_IFD-NVAL1,,Nvalue AG,I,True,,,IFD-NVAL1
IFD-OMPX1,I_IFD-OMPX1,,Ompex AG,I,True,,,IFD-OMPX1
IFD-OPMX1,I_IFD-OPMX1,,Optimax Energy GmbH,I,True,,,IFD-OPMX1
IFD-OUTL1,I_IFD-OUTL1,,Outlook Energy Ltd,I,True,,,IFD-OUTL1
IFD-PLAN1,I_IFD-PLAN1,,BCM Energy,I,True,,,IFD-PLAN1
IFD-PTRS1,I_IFD-PTRS1,,Petroineos Trading Ltd,I,True,,,IFD-PTRS1
IFD-PWMR1,I_IFD-PWMR1,,PowerMart ApS,I,True,,,IFD-PWMR1
IFD-QUAR1,I_IFD-QUAR1,,Quark Energy Trading Limited,I,True,,,IFD-QUAR1
IFD-QUEN1,I_IFD-QUEN1,,QUENT ApS,I,True,,,IFD-QUEN1
IFD-RESP1,I_IFD-RESP1,,RESPECT ENERGY S.A.,I,True,,,IFD-RESP1
IFD-RISQ1,I_IFD-RISQ1,,Risq Energy Limited,I,True,,,IFD-RISQ1
IFD-RWES1,I_IFD-RWES1,,RWE Supply and Trading GmbH,I,True,,,IFD-RWES1
IFD-SETL1,I_IFD-SETL1,,Shell Energy Europe Limited,I,True,,,IFD-SETL1
IFD-SPEM1,I_IFD-SPEM1,,SP Energy Management Ltd,I,True,,,IFD-SPEM1
IFD-SSEG1,I_IFD-SSEG1,,SSE Energy Supply Limited,I,True,,,IFD-SSEG1
IFD-STAT1,I_IFD-STAT1,,Statkraft Markets Gmbh,I,True,,,IFD-STAT1
IFD-STGS1,I_IFD-STGS1,,STG Switzerland GmbH,I,True,,,IFD-STGS1
IFD-TFEE1,I_IFD-TFEE1,,TotalEnergies Gas & Power Ltd,I,True,,,IFD-TFEE1
IFD-TRFD1,I_IFD-TRFD1,,Trafigura Denmark ApS,I,True,,,IFD-TRFD1
IFD-TRFG1,I_IFD-TRFG1,,Trafigura Trading Sarl,I,True,,,IFD-TRFG1
IFD-TRLS1,I_IFD-TRLS1,,TrailStone Renewables GmbH,I,True,,,IFD-TRLS1
IFD-VOLT1,I_IFD-VOLT1,,Volta Energy DAC,I,True,,,IFD-VOLT1
IFD-VSAL1,I_IFD-VSAL1,,VITOL SA,I,True,,,IFD-VSAL1
IFD-VTFS1,I_IFD-VTFS1,,Vattenfall Energy Trading,I,True,,,IFD-VTFS1
IFD-XNON1,I_IFD-XNON1,,XENON CAPITAL MARKETS LTD,I,True,,,IFD-XNON1
IFG-ACCE1,I_IFG-ACCE1,,Centrica Energy Limited,I,True,,,IFG-ACCE1
IFG-ALEU1,I_IFG-ALEU1,,Alphataraxia Europium BV,I,True,,,IFG-ALEU1
IFG-ALIP1,I_IFG-ALIP1,,Energetick ApS,I,True,,,IFG-ALIP1
IFG-ARON1,I_IFG-ARON1,,J.Aron & Company,I,True,,,IFG-ARON1
IFG-BDEN1,I_IFG-BDEN1,,BD Energy A/S,I,True,,,IFG-BDEN1
IFG-BKWE1,I_IFG-BKWE1,,BKW Energie AG,I,True,,,IFG-BKWE1
IFG-BNPS1,I_IFG-BNPS1,,BNP Paribas,I,True,,,IFG-BNPS1
IFG-BPGE1,I_IFG-BPGE1,,BP Gas Marketing Limited,I,True,,,IFG-BPGE1
IFG-CBST1,I_IFG-CBST1,,Cobblestone Energy,I,True,,,IFG-CBST1
IFG-CETL1,I_IFG-CETL1,,Conrad Energy (Trading) Ltd,I,True,,,IFG-CETL1
IFG-CEZC1,I_IFG-CEZC1,,CEZ A.S,I,True,,,IFG-CEZC1
IFG-CGML1,I_IFG-CGML1,,Citigroup Global Markets Ltd,I,True,,,IFG-CGML1
IFG-CNGS1,I_IFG-CNGS1,,Cenergise Limited,I,True,,,IFG-CNGS1
IFG-CNRE1,I_IFG-CNRE1,,Compagnie Nationale du Rhone,I,True,,,IFG-CNRE1
IFG-CONS1,I_IFG-CONS1,,Constellation Generation LTD,I,True,,,IFG-CONS1
IFG-CONV1,I_IFG-CONV1,,Convex Energy GmbH,I,True,,,IFG-CONV1
IFG-COPN1,I_IFG-COPN1,,Copenhagen Energy Trading A/S,I,True,,,IFG-COPN1
IFG-DARE1,I_IFG-DARE1,,Dare Power Ltd,I,True,,,IFG-DARE1
IFG-DMCC1,I_IFG-DMCC1,,Cobblestone Energy DMCC,I,True,,,IFG-DMCC1
IFG-DNGN1,I_IFG-DNGN1,,Orsted Salg & Service A/S,I,True,,,IFG-DNGN1
IFG-DSKC1,I_IFG-DSKC1,,Danske Commodities A/S,I,True,,,IFG-DSKC1
IFG-DUEN1,I_IFG-DUEN1,,Duferco Energia S.p.A.,I,True,,,IFG-DUEN1
IFG-DUFE1,I_IFG-DUFE1,,DXT Commodities SA,I,True,,,IFG-DUFE1
IFG-DVAL1,I_IFG-DVAL1,,DVALIN ApS,I,True,,,IFG-DVAL1
IFG-ECCA1,I_IFG-ECCA1,,ECC AG,I,True,,,IFG-ECCA1
IFG-EDFT1,I_IFG-EDFT1,,EDF TRADING LIMITED,I,True,,,IFG-EDFT1
IFG-EDMK1,I_IFG-EDMK1,,Energi Danmark A/S,I,True,,,IFG-EDMK1
IFG-EGLE1,I_IFG-EGLE1,,Axpo Solutions AG,I,True,,,IFG-EGLE1
IFG-ELEE1,I_IFG-ELEE1,,Electrabel SA,I,True,,,IFG-ELEE1
IFG-ELTR1,I_IFG-ELTR1,,ElectroRoute Energy Trading,I,True,,,IFG-ELTR1
IFG-ENEL1,I_IFG-ENEL1,,Enel Global Trading S.P.A,I,True,,,IFG-ENEL1
IFG-ENET1,I_IFG-ENET1,,Eneco Energy Trade,I,True,,,IFG-ENET1
IFG-ENKI1,I_IFG-ENKI1,,ENKI TRADING S.R.O.,I,True,,,IFG-ENKI1
IFG-ENSC1,I_IFG-ENSC1,,EnSCo Energy Services Company,I,True,,,IFG-ENSC1
IFG-ENSP1,I_IFG-ENSP1,,enspired GmbH,I,True,,,IFG-ENSP1
IFG-ENTC1,I_IFG-ENTC1,,Energetech Europe BV,I,True,,,IFG-ENTC1
IFG-ENVM1,I_IFG-ENVM1,,Energya VM Gestion De Energia,I,True,,,IFG-ENVM1
IFG-EOET1,I_IFG-EOET1,,Uniper Global Commodities SE,I,True,,,IFG-EOET1
IFG-EPCO1,I_IFG-EPCO1,,EP COMMODITIES A.S,I,True,,,IFG-EPCO1
IFG-ERVA1,I_IFG-ERVA1,,Erova Energy Limited,I,True,,,IFG-ERVA1
IFG-EZCO1,I_IFG-EZCO1,,ENZEE Commodities A/S,I,True,,,IFG-EZCO1
IFG-FPCD1,I_IFG-FPCD1,,Freepoint Commodities Europe,I,True,,,IFG-FPCD1
IFG-GASE1,I_IFG-GASE1,,ENGIE GLOBAL MARKETS,I,True,,,IFG-GASE1
IFG-GAZP1,I_IFG-GAZP1,,SEFE Marketing & Trading LTD,I,True,,,IFG-GAZP1
IFG-GDFE1,I_IFG-GDFE1,,ENGIE Power Limited,I,True,,,IFG-GDFE1
IFG-GLEN1,I_IFG-GLEN1,,Glencore Energy UK Ltd,I,True,,,IFG-GLEN1
IFG-GRMT1,I_IFG-GRMT1,,A/S Global Risk Management Ltd,I,True,,,IFG-GRMT1
IFG-HART1,I_IFG-HART1,,HAPPGCO,I,True,,,IFG-HART1
IFG-HELI1,I_IFG-HELI1,,Helios Power Trading A/S,I,True,,,IFG-HELI1
IFG-IBES1,I_IFG-IBES1,,"Iberdrola Energia Espana,S.AU.",I,True,,,IFG-IBES1
IFG-INCM1,I_IFG-INCM1,,IN COMMODITIES A/S,I,True,,,IFG-INCM1
IFG-KCST1,I_IFG-KCST1,,KOCH SUPPLY & TRADING SARL,I,True,,,IFG-KCST1
IFG-LTFD1,I_IFG-LTFD1,,LIGHTFIELD LTD,I,True,,,IFG-LTFD1
IFG-MCRA1,I_IFG-MCRA1,,Mercuria Energy Trading SA,I,True,,,IFG-MCRA1
IFG-MFTE1,I_IFG-MFTE1,,MFT Energy A/S,I,True,,,IFG-MFTE1
IFG-MQBN1,I_IFG-MQBN1,,Macquarie Bank Limited,I,True,,,IFG-MQBN1
IFG-NEAS1,I_IFG-NEAS1,,Centrica Energy Trading A/S,I,True,,,IFG-NEAS1
IFG-NEHO1,I_IFG-NEHO1,,Nordic Energy House ApS,I,True,,,IFG-NEHO1
IFG-NITR1,I_IFG-NITR1,,Nitor Energy A/S,I,True,,,IFG-NITR1
IFG-NORL1,I_IFG-NORL1,,Norlys Energy Trading A/S,I,True,,,IFG-NORL1
IFG-NSDQ1,I_IFG-NSDQ1,,European Market Coupling,I,True,,,IFG-NSDQ1
IFG-NTPL1,I_IFG-NTPL1,,Northpool BV,I,True,,,IFG-NTPL1
IFG-NVAL1,I_IFG-NVAL1,,Nvalue AG,I,True,,,IFG-NVAL1
IFG-OMPX1,I_IFG-OMPX1,,Ompex AG,I,True,,,IFG-OMPX1
IFG-OPMX1,I_IFG-OPMX1,,Optimax Energy GmbH,I,True,,,IFG-OPMX1
IFG-OUTL1,I_IFG-OUTL1,,Outlook Energy Ltd,I,True,,,IFG-OUTL1
IFG-PLAN1,I_IFG-PLAN1,,BCM Energy,I,True,,,IFG-PLAN1
IFG-PTRS1,I_IFG-PTRS1,,Petroineos Trading Ltd,I,True,,,IFG-PTRS1
IFG-PWMR1,I_IFG-PWMR1,,PowerMart ApS,I,True,,,IFG-PWMR1
IFG-QUAR1,I_IFG-QUAR1,,Quark Energy Trading Limited,I,True,,,IFG-QUAR1
IFG-QUEN1,I_IFG-QUEN1,,QUENT ApS,I,True,,,IFG-QUEN1
IFG-RESP1,I_IFG-RESP1,,RESPECT ENERGY S.A.,I,True,,,IFG-RESP1
IFG-RISQ1,I_IFG-RISQ1,,Risq Energy Limited,I,True,,,IFG-RISQ1
IFG-RWES1,I_IFG-RWES1,,RWE Supply and Trading GmbH,I,True,,,IFG-RWES1
IFG-SETL1,I_IFG-SETL1,,Shell Energy Europe Limited,I,True,,,IFG-SETL1
IFG-SPEM1,I_IFG-SPEM1,,SP Energy Management Ltd,I,True,,,IFG-SPEM1
IFG-SSEG1,I_IFG-SSEG1,,SSE Energy Supply Limited,I,True,,,IFG-SSEG1
IFG-STAT1,I_IFG-STAT1,,Statkraft Markets Gmbh,I,True,,,IFG-STAT1
IFG-STGS1,I_IFG-STGS1,,STG Switzerland GmbH,I,True,,,IFG-STGS1
IFG-TFEE1,I_IFG-TFEE1,,TotalEnergies Gas & Power Ltd,I,True,,,IFG-TFEE1
IFG-TRFD1,I_IFG-TRFD1,,Trafigura Denmark ApS,I,True,,,IFG-TRFD1
IFG-TRFG1,I_IFG-TRFG1,,Trafigura Trading Sarl,I,True,,,IFG-TRFG1
IFG-TRLS1,I_IFG-TRLS1,,TrailStone Renewables GmbH,I,True,,,IFG-TRLS1
IFG-VOLT1,I_IFG-VOLT1,,Volta Energy DAC,I,True,,,IFG-VOLT1
IFG-VSAL1,I_IFG-VSAL1,,VITOL SA,I,True,,,IFG-VSAL1
IFG-VTFS1,I_IFG-VTFS1,,Vattenfall Energy Trading,I,True,,,IFG-VTFS1
IFG-XNON1,I_IFG-XNON1,,XENON CAPITAL MARKETS LTD,I,True,,,IFG-XNON1
